Hour	Day	Month	Year	Tmean(C)	Prcp(mm)	Et0(mm)
0	1	9	2022	23.14	0.0	0.0
1	1	9	2022	22.885	0.0	0.0
2	1	9	2022	22.8575	0.0	0.0
3	1	9	2022	22.87	0.0	0.0
4	1	9	2022	22.645	0.0	0.0
5	1	9	2022	22.475	0.0	0.0
6	1	9	2022	22.3225	0.0	0.0016
7	1	9	2022	22.7475	0.0	0.0644
8	1	9	2022	24.2375	0.254	0.1456
9	1	9	2022	25.4075	0.0	0.2376
10	1	9	2022	27.2275	0.0	0.4486
11	1	9	2022	29.0975	0.0	0.4934
12	1	9	2022	30.0375	0.0	0.601
13	1	9	2022	31.3275	0.0	0.7683
14	1	9	2022	32.2275	0.0	0.7769
15	1	9	2022	30.9325	0.0	0.6005
16	1	9	2022	27.26	0.0	0.3759
17	1	9	2022	26.19	0.0	0.0299
18	1	9	2022	24.08	10.664	0.0
19	1	9	2022	22.855	0.0	0.0
20	1	9	2022	22.15	0.0	0.0
21	1	9	2022	22.155	0.0	0.0
22	1	9	2022	22.13	0.0	0.0
23	1	9	2022	22.9275	0.0	0.0
0	2	9	2022	22.9825	0.0	0.0
1	2	9	2022	22.385	0.0	0.0
2	2	9	2022	21.9325	0.0	0.0
3	2	9	2022	21.4975	0.0	0.0
4	2	9	2022	21.3875	0.0	0.0
5	2	9	2022	21.165	0.0	0.0
6	2	9	2022	21.3	0.0	0.004
7	2	9	2022	22.0875	0.0	0.0605
8	2	9	2022	23.4	0.0	0.1683
9	2	9	2022	24.8425	0.0	0.2854
10	2	9	2022	27.2175	0.0	0.5183
11	2	9	2022	28.965	0.254	0.6389
12	2	9	2022	30.07	0.0	0.6339
13	2	9	2022	30.5425	0.0	0.5344
14	2	9	2022	31.2225	0.0	0.5922
15	2	9	2022	31.6775	0.0	0.5831
16	2	9	2022	31.69	0.0	0.4332
17	2	9	2022	27.29	7.112	0.106
18	2	9	2022	24.8925	2.286	0.0122
19	2	9	2022	24.675	0.0	0.0
20	2	9	2022	23.9075	0.0	0.0
21	2	9	2022	23.59	0.0	0.0
22	2	9	2022	23.29	0.0	0.0
23	2	9	2022	23.045	0.0	0.0
0	3	9	2022	22.7225	0.0	0.0
1	3	9	2022	22.33	0.0	0.0
2	3	9	2022	22.03	0.0	0.0
3	3	9	2022	21.7775	0.0	0.0
4	3	9	2022	21.5825	0.0	0.0
5	3	9	2022	21.445	0.0	0.0
6	3	9	2022	21.5275	0.0	0.0028
7	3	9	2022	22.31	0.254	0.076
8	3	9	2022	24.3925	0.0	0.2369
9	3	9	2022	27.18	0.0	0.4227
10	3	9	2022	28.1075	0.0	0.3942
11	3	9	2022	29.14	0.0	0.5026
12	3	9	2022	30.03	0.0	0.5285
13	3	9	2022	30.3725	0.0	0.4285
14	3	9	2022	31.15	0.0	0.566
15	3	9	2022	31.475	0.0	0.5131
16	3	9	2022	31.495	0.0	0.2911
17	3	9	2022	29.75	0.0	0.0868
18	3	9	2022	25.24	0.508	0.0141
19	3	9	2022	23.61	0.254	0.0
20	3	9	2022	23.5175	0.0	0.0
21	3	9	2022	23.295	0.0	0.0
22	3	9	2022	23.285	0.0	0.0
23	3	9	2022	23.1775	0.0	0.0
0	4	9	2022	23.165	0.0	0.0
1	4	9	2022	22.7725	0.0	0.0
2	4	9	2022	22.4925	0.254	0.0
3	4	9	2022	22.325	0.0	0.0
4	4	9	2022	22.385	0.0	0.0
5	4	9	2022	22.505	0.0	0.0
6	4	9	2022	22.6675	0.0	0.0
7	4	9	2022	23.4475	0.0	0.0427
8	4	9	2022	24.49	0.0	0.1673
9	4	9	2022	25.875	0.0	0.2462
10	4	9	2022	27.5725	0.0	0.4775
11	4	9	2022	29.1875	0.0	0.6319
12	4	9	2022	29.96	0.0	0.6554
13	4	9	2022	30.6925	0.0	0.5981
14	4	9	2022	31.1325	0.0	0.7068
15	4	9	2022	28.32	0.0	0.2972
16	4	9	2022	28.625	0.0	0.2277
17	4	9	2022	27.655	10.92	0.0766
18	4	9	2022	24.375	5.842	0.0207
19	4	9	2022	23.93	0.0	0.0
20	4	9	2022	23.7375	0.0	0.0
21	4	9	2022	23.755	0.0	0.0
22	4	9	2022	23.6025	0.0	0.0
23	4	9	2022	23.375	0.0	0.0
0	5	9	2022	23.32	0.0	0.0
1	5	9	2022	23.75	0.0	0.0
2	5	9	2022	23.825	0.0	0.0
3	5	9	2022	23.61	0.0	0.0
4	5	9	2022	23.2225	0.0	0.0
5	5	9	2022	22.9375	0.0	0.0
6	5	9	2022	22.7675	0.0	0.0
7	5	9	2022	23.2575	0.0	0.0592
8	5	9	2022	24.1325	0.0	0.1126
9	5	9	2022	25.4225	0.0	0.2147
10	5	9	2022	26.9825	0.0	0.2849
11	5	9	2022	28.9575	0.0	0.5777
12	5	9	2022	28.89	0.0	0.5674
13	5	9	2022	29.66	0.0	0.4516
14	5	9	2022	27.6775	0.254	0.3964
15	5	9	2022	29.905	0.0	0.3712
16	5	9	2022	29.31	0.0	0.2887
17	5	9	2022	30.14	0.254	0.2331
18	5	9	2022	28.27	0.0	0.0072
19	5	9	2022	26.4025	0.0	0.0
20	5	9	2022	25.865	0.0	0.0
21	5	9	2022	25.1575	0.0	0.0
22	5	9	2022	24.6225	0.0	0.0
23	5	9	2022	24.3325	0.0	0.0
0	6	9	2022	24.0575	0.0	0.0
1	6	9	2022	23.7475	0.0	0.0
2	6	9	2022	23.4	0.0	0.0
3	6	9	2022	22.955	0.0	0.0
4	6	9	2022	22.435	0.0	0.0
5	6	9	2022	22.2525	0.0	0.0
6	6	9	2022	22.08	0.0	0.0
7	6	9	2022	23.3475	0.0	0.1118
8	6	9	2022	25.71	0.0	0.2501
9	6	9	2022	27.8975	0.0	0.4466
10	6	9	2022	29.45	0.0	0.5982
11	6	9	2022	30.4975	0.0	0.7163
12	6	9	2022	30.915	0.0	0.6112
13	6	9	2022	31.59	0.0	0.6265
14	6	9	2022	31.49	0.0	0.5002
15	6	9	2022	32.235	0.0	0.5456
16	6	9	2022	32.4225	0.0	0.4889
17	6	9	2022	31.5625	0.0	0.1946
18	6	9	2022	29.54	0.0	0.0
19	6	9	2022	27.17	0.0	0.0
20	6	9	2022	25.7325	0.0	0.0
21	6	9	2022	24.855	0.0	0.0
22	6	9	2022	24.2125	0.0	0.0
23	6	9	2022	23.8375	0.0	0.0
0	7	9	2022	23.3275	0.0	0.0
1	7	9	2022	23.1325	0.0	0.0
2	7	9	2022	22.75	0.0	0.0
3	7	9	2022	22.27	0.0	0.0
4	7	9	2022	21.9725	0.0	0.0
5	7	9	2022	22.1375	0.0	0.0
6	7	9	2022	22.23	0.0	0.0
7	7	9	2022	22.59	0.0	0.0454
8	7	9	2022	23.805	0.0	0.153
9	7	9	2022	27.13	0.0	0.3681
10	7	9	2022	28.885	0.0	0.4285
11	7	9	2022	28.5625	0.0	0.3829
12	7	9	2022	29.5025	0.0	0.5383
13	7	9	2022	29.7325	0.0	0.4243
14	7	9	2022	30.6325	0.0	0.5442
15	7	9	2022	31.3375	0.0	0.3713
16	7	9	2022	30.4725	0.0	0.1791
17	7	9	2022	29.745	0.0	0.1871
18	7	9	2022	28.2325	0.0	0.0226
19	7	9	2022	26.3275	0.0	0.0
20	7	9	2022	25.0225	0.0	0.0
21	7	9	2022	24.35	0.0	0.0
22	7	9	2022	24.275	0.0	0.0
23	7	9	2022	24.015	0.0	0.0
0	8	9	2022	23.9125	0.0	0.0
1	8	9	2022	23.8475	0.0	0.0
2	8	9	2022	23.48	0.0	0.0
3	8	9	2022	23.4275	0.0	0.0
4	8	9	2022	23.3075	0.0	0.0
5	8	9	2022	22.795	0.0	0.0
6	8	9	2022	22.7725	0.0	0.0
7	8	9	2022	23.0425	0.0	0.0488
8	8	9	2022	24.195	0.0	0.1473
9	8	9	2022	25.9975	0.0	0.4031
10	8	9	2022	28.3925	0.0	0.4505
11	8	9	2022	28.8175	0.0	0.4166
12	8	9	2022	28.8275	0.0	0.3992
13	8	9	2022	28.9225	0.0	0.4426
14	8	9	2022	28.765	0.0	0.4446
15	8	9	2022	29.5725	0.0	0.5103
16	8	9	2022	26.1125	3.048	0.1969
17	8	9	2022	22.1875	0.508	0.0
18	8	9	2022	22.555	0.0	0.0
19	8	9	2022	22.3675	0.0	0.0
20	8	9	2022	22.575	3.302	0.0
21	8	9	2022	22.64	0.0	0.0
22	8	9	2022	22.1575	0.0	0.0
23	8	9	2022	21.725	0.0	0.0
0	9	9	2022	21.4275	0.0	0.0
1	9	9	2022	21.285	0.254	0.0
2	9	9	2022	21.0	0.0	0.0
3	9	9	2022	21.14	0.0	0.0
4	9	9	2022	21.145	0.0	0.0
5	9	9	2022	21.2875	0.0	0.0
6	9	9	2022	21.735	0.0	0.0
7	9	9	2022	22.23	0.0	0.0652
8	9	9	2022	23.2725	0.0	0.1598
9	9	9	2022	24.7775	0.0	0.286
10	9	9	2022	25.4875	0.0	0.2565
11	9	9	2022	25.9125	0.762	0.3609
12	9	9	2022	25.64	1.778	0.2322
13	9	9	2022	25.66	0.0	0.3295
14	9	9	2022	26.31	1.016	0.3538
15	9	9	2022	27.1075	0.0	0.2637
16	9	9	2022	26.86	0.0	0.1219
17	9	9	2022	24.5	0.0	0.0458
18	9	9	2022	23.485	5.334	0.0
19	9	9	2022	23.325	0.0	0.0
20	9	9	2022	23.1375	0.0	0.0
21	9	9	2022	23.195	0.0	0.0
22	9	9	2022	23.0575	0.0	0.0
23	9	9	2022	23.08	0.0	0.0
0	10	9	2022	22.995	0.0	0.0
1	10	9	2022	22.755	0.0	0.0
2	10	9	2022	22.99	0.0	0.0
3	10	9	2022	22.9175	0.0	0.0
4	10	9	2022	22.6675	0.0	0.0
5	10	9	2022	22.6575	1.016	0.0
6	10	9	2022	22.7825	0.254	0.0
7	10	9	2022	23.22	0.0	0.0241
8	10	9	2022	23.655	0.0	0.042
9	10	9	2022	24.22	0.254	0.1818
10	10	9	2022	25.5975	0.0	0.3387
11	10	9	2022	25.315	0.0	0.136
12	10	9	2022	24.6025	0.0	0.1116
13	10	9	2022	23.9125	0.0	0.062
14	10	9	2022	23.345	0.762	0.0724
15	10	9	2022	23.285	0.0	0.1149
16	10	9	2022	23.6125	0.0	0.1349
17	10	9	2022	23.9825	0.0	0.0672
18	10	9	2022	23.615	0.0	0.0285
19	10	9	2022	23.09	0.0	0.0
20	10	9	2022	22.46	0.0	0.0
21	10	9	2022	22.255	0.0	0.0
22	10	9	2022	22.31	0.0	0.0
23	10	9	2022	22.3	0.0	0.0
0	11	9	2022	21.9975	0.0	0.0
1	11	9	2022	21.38	0.0	0.0
2	11	9	2022	20.965	0.0	0.0
3	11	9	2022	20.885	0.0	0.0
4	11	9	2022	21.0725	0.0	0.0
5	11	9	2022	21.03	0.0	0.0
6	11	9	2022	21.355	0.0	0.0
7	11	9	2022	22.1575	0.0	0.0356
8	11	9	2022	22.975	0.0	0.107
9	11	9	2022	24.4175	0.0	0.2047
10	11	9	2022	26.71	0.0	0.4902
11	11	9	2022	28.4575	0.0	0.4059
12	11	9	2022	27.9075	0.254	0.1389
13	11	9	2022	26.9125	0.508	0.059
14	11	9	2022	25.8125	0.762	0.0758
15	11	9	2022	26.64	0.0	0.2146
16	11	9	2022	27.43	0.0	0.2195
17	11	9	2022	28.265	0.0	0.2735
18	11	9	2022	26.705	0.0	0.0338
19	11	9	2022	24.5725	0.0	0.0
20	11	9	2022	23.5525	0.0	0.0
21	11	9	2022	23.1625	0.0	0.0
22	11	9	2022	22.8725	0.0	0.0
23	11	9	2022	22.73	0.0	0.0
0	12	9	2022	22.84	0.0	0.0
1	12	9	2022	22.695	0.0	0.0
2	12	9	2022	22.3625	0.0	0.0
3	12	9	2022	21.96	0.0	0.0
4	12	9	2022	21.5675	0.0	0.0
5	12	9	2022	21.32	0.0	0.0
6	12	9	2022	21.425	0.0	0.0
7	12	9	2022	22.305	0.0	0.0577
8	12	9	2022	23.48	0.0	0.1473
9	12	9	2022	25.4575	0.0	0.2447
10	12	9	2022	27.1	0.0	0.5727
11	12	9	2022	28.67	0.0	0.6603
12	12	9	2022	29.6675	0.0	0.6568
13	12	9	2022	30.15	0.0	0.6299
14	12	9	2022	30.3625	0.0	0.5046
15	12	9	2022	30.5575	0.0	0.5254
16	12	9	2022	27.9375	5.08	0.1678
17	12	9	2022	24.735	0.0	0.0378
18	12	9	2022	25.285	0.0	0.0283
19	12	9	2022	24.2675	0.0	0.0
20	12	9	2022	23.5575	0.0	0.0
21	12	9	2022	23.0075	0.0	0.0
22	12	9	2022	22.5575	0.0	0.0
23	12	9	2022	22.3175	0.0	0.0
0	13	9	2022	21.98	0.0	0.0
1	13	9	2022	21.85	0.254	0.0
2	13	9	2022	21.6225	0.0	0.0
3	13	9	2022	21.3625	0.254	0.0
4	13	9	2022	21.4175	0.0	0.0
5	13	9	2022	20.9875	0.0	0.0
6	13	9	2022	20.5325	0.0	0.0
7	13	9	2022	20.63	0.0	0.118
8	13	9	2022	21.415	0.0	0.2588
9	13	9	2022	22.9225	0.0	0.3798
10	13	9	2022	24.655	0.0	0.5736
11	13	9	2022	26.0375	0.0	0.682
12	13	9	2022	26.935	0.0	0.7258
13	13	9	2022	27.7025	0.0	0.713
14	13	9	2022	28.3575	0.0	0.7023
15	13	9	2022	28.785	0.0	0.6118
16	13	9	2022	28.64	0.0	0.5064
17	13	9	2022	27.9525	0.0	0.3338
18	13	9	2022	26.43	0.0	0.0585
19	13	9	2022	23.1125	0.0	0.0133
20	13	9	2022	21.8875	0.0	0.0
21	13	9	2022	19.875	0.0	0.0
22	13	9	2022	17.8175	0.0	0.0
23	13	9	2022	16.6325	0.0	0.0
0	14	9	2022	16.1225	0.0	0.0
1	14	9	2022	15.855	0.0	0.0
2	14	9	2022	15.5875	0.0	0.0
3	14	9	2022	15.4475	0.0	0.0
4	14	9	2022	14.9225	0.0	0.0
5	14	9	2022	15.025	0.0	0.0
6	14	9	2022	15.175	0.0	0.0
7	14	9	2022	16.3425	0.0	0.0925
8	14	9	2022	19.2725	0.0	0.2408
9	14	9	2022	22.77	0.0	0.431
10	14	9	2022	25.4775	0.0	0.6132
11	14	9	2022	26.98	0.0	0.7677
12	14	9	2022	27.8125	0.0	0.8278
13	14	9	2022	28.65	0.0	0.8177
14	14	9	2022	29.3825	0.0	0.7639
15	14	9	2022	29.7225	0.0	0.6495
16	14	9	2022	29.6425	0.0	0.5326
17	14	9	2022	28.975	0.0	0.3523
18	14	9	2022	27.115	0.0	0.0745
19	14	9	2022	23.41	0.0	0.0
20	14	9	2022	21.1275	0.0	0.0
21	14	9	2022	21.0375	0.0	0.0
22	14	9	2022	20.83	0.0	0.0
23	14	9	2022	19.88	0.0	0.0
0	15	9	2022	18.3125	0.0	0.0
1	15	9	2022	17.7175	0.0	0.0
2	15	9	2022	17.245	0.0	0.0
3	15	9	2022	16.875	0.0	0.0
4	15	9	2022	16.6775	0.0	0.0
5	15	9	2022	16.38	0.0	0.0
6	15	9	2022	16.14	0.0	0.0
7	15	9	2022	17.39	0.0	0.0832
8	15	9	2022	20.855	0.0	0.2284
9	15	9	2022	24.17	0.0	0.4224
10	15	9	2022	26.19	0.0	0.6067
11	15	9	2022	27.5675	0.0	0.7156
12	15	9	2022	28.07	0.0	0.8028
13	15	9	2022	28.6925	0.0	0.8319
14	15	9	2022	29.0025	0.0	0.791
15	15	9	2022	29.1975	0.0	0.692
16	15	9	2022	28.99	0.0	0.4458
17	15	9	2022	28.0825	0.0	0.2532
18	15	9	2022	26.395	0.0	0.0447
19	15	9	2022	23.4875	0.0	0.0
20	15	9	2022	21.275	0.0	0.0
21	15	9	2022	20.205	0.0	0.0
22	15	9	2022	20.1625	0.0	0.0
23	15	9	2022	19.5025	0.0	0.0
0	16	9	2022	18.8425	0.0	0.0
1	16	9	2022	18.1625	0.0	0.0
2	16	9	2022	17.8225	0.0	0.0
3	16	9	2022	17.345	0.0	0.0
4	16	9	2022	17.04	0.0	0.0
5	16	9	2022	16.78	0.0	0.0
6	16	9	2022	16.4225	0.0	0.0
7	16	9	2022	17.38	0.0	0.0792
8	16	9	2022	20.86	0.0	0.2277
9	16	9	2022	24.5575	0.0	0.4286
10	16	9	2022	26.465	0.0	0.6086
11	16	9	2022	27.21	0.0	0.7278
12	16	9	2022	28.065	0.0	0.7781
13	16	9	2022	28.9	0.0	0.7554
14	16	9	2022	29.6125	0.0	0.7197
15	16	9	2022	29.7075	0.0	0.5248
16	16	9	2022	29.475	0.0	0.4343
17	16	9	2022	28.925	0.0	0.2537
18	16	9	2022	26.605	0.0	0.0
19	16	9	2022	24.08	0.0	0.0
20	16	9	2022	22.885	0.0	0.0
21	16	9	2022	22.5575	0.0	0.0
22	16	9	2022	22.5225	0.0	0.0
23	16	9	2022	21.8475	0.0	0.0
0	17	9	2022	22.065	0.0	0.0
1	17	9	2022	22.065	0.0	0.0
2	17	9	2022	21.335	0.0	0.0
3	17	9	2022	20.935	0.0	0.0
4	17	9	2022	20.5925	0.0	0.0
5	17	9	2022	20.485	0.0	0.0
6	17	9	2022	19.99	0.0	0.0
7	17	9	2022	20.8975	0.0	0.0829
8	17	9	2022	23.2025	0.0	0.2582
9	17	9	2022	25.265	0.0	0.3773
10	17	9	2022	27.055	0.0	0.5906
11	17	9	2022	27.8625	0.0	0.6379
12	17	9	2022	28.69	0.0	0.8007
13	17	9	2022	29.3425	0.0	0.7942
14	17	9	2022	30.005	0.0	0.7446
15	17	9	2022	30.31	0.0	0.6392
16	17	9	2022	29.9275	0.0	0.4279
17	17	9	2022	29.56	0.0	0.3053
18	17	9	2022	27.7925	0.0	0.02
19	17	9	2022	24.985	0.0	0.0
20	17	9	2022	23.2275	0.0	0.0
21	17	9	2022	22.66	0.0	0.0
22	17	9	2022	22.3725	0.0	0.0
23	17	9	2022	20.9575	0.0	0.0
0	18	9	2022	20.425	0.0	0.0
1	18	9	2022	19.4325	0.0	0.0
2	18	9	2022	18.875	0.0	0.0
3	18	9	2022	18.3975	0.0	0.0
4	18	9	2022	18.2	0.0	0.0
5	18	9	2022	18.0175	0.0	0.0
6	18	9	2022	17.645	0.0	0.0
7	18	9	2022	18.7175	0.0	0.0821
8	18	9	2022	21.3575	0.0	0.2259
9	18	9	2022	24.26	0.0	0.4061
10	18	9	2022	26.7225	0.0	0.5947
11	18	9	2022	28.0775	0.0	0.7374
12	18	9	2022	29.0175	0.0	0.8359
13	18	9	2022	29.23	0.0	0.6988
14	18	9	2022	29.7575	0.0	0.7345
15	18	9	2022	30.1675	0.0	0.6206
16	18	9	2022	29.7875	0.0	0.4592
17	18	9	2022	29.7625	0.0	0.3425
18	18	9	2022	27.755	0.0	0.0417
19	18	9	2022	25.685	0.0	0.0164
20	18	9	2022	24.385	0.0	0.0
21	18	9	2022	23.2	0.0	0.0
22	18	9	2022	23.045	0.0	0.0
23	18	9	2022	22.5125	0.0	0.0
0	19	9	2022	22.0075	0.0	0.0
1	19	9	2022	20.665	0.0	0.0
2	19	9	2022	19.9625	0.0	0.0
3	19	9	2022	19.6775	0.0	0.0
4	19	9	2022	19.4675	0.0	0.0
5	19	9	2022	19.3825	0.0	0.0
6	19	9	2022	19.1975	0.0	0.0
7	19	9	2022	20.1175	0.0	0.0813
8	19	9	2022	22.8075	0.0	0.2385
9	19	9	2022	25.47	0.0	0.4348
10	19	9	2022	27.59	0.0	0.639
11	19	9	2022	28.9825	0.0	0.7694
12	19	9	2022	29.735	0.0	0.8194
13	19	9	2022	30.3875	0.0	0.8956
14	19	9	2022	31.0275	0.0	0.8698
15	19	9	2022	31.0225	0.0	0.7141
16	19	9	2022	30.9	0.0	0.5957
17	19	9	2022	30.4575	0.0	0.3692
18	19	9	2022	28.53	0.0	0.0761
19	19	9	2022	25.57	0.0	0.0
20	19	9	2022	23.13	0.0	0.0
21	19	9	2022	21.87	0.0	0.0
22	19	9	2022	21.165	0.0	0.0
23	19	9	2022	20.75	0.0	0.0
0	20	9	2022	20.52	0.0	0.0
1	20	9	2022	20.5225	0.0	0.0
2	20	9	2022	20.0725	0.0	0.0
3	20	9	2022	18.8725	0.0	0.0
4	20	9	2022	18.2825	0.0	0.0
5	20	9	2022	18.1525	0.0	0.0
6	20	9	2022	18.115	0.0	0.0
7	20	9	2022	19.435	0.0	0.0769
8	20	9	2022	23.045	0.0	0.2525
9	20	9	2022	25.825	0.0	0.4542
10	20	9	2022	28.5725	0.0	0.613
11	20	9	2022	30.18	0.0	0.7088
12	20	9	2022	31.0825	0.0	0.7668
13	20	9	2022	31.8125	0.0	0.8017
14	20	9	2022	32.325	0.0	0.76
15	20	9	2022	32.3225	0.0	0.6744
16	20	9	2022	32.4275	0.0	0.4843
17	20	9	2022	31.9875	0.0	0.2668
18	20	9	2022	29.8925	0.0	0.0248
19	20	9	2022	26.585	0.0	0.0
20	20	9	2022	24.13	0.0	0.0
21	20	9	2022	23.815	0.0	0.0
22	20	9	2022	23.735	0.0	0.0
23	20	9	2022	22.345	0.0	0.0
0	21	9	2022	21.62	0.0	0.0
1	21	9	2022	21.1375	0.0	0.0
2	21	9	2022	20.8125	0.0	0.0
3	21	9	2022	20.0875	0.0	0.0
4	21	9	2022	19.7625	0.0	0.0
5	21	9	2022	19.6125	0.0	0.0
6	21	9	2022	19.1075	0.0	0.0
7	21	9	2022	19.87	0.0	0.0748
8	21	9	2022	23.2975	0.0	0.2232
9	21	9	2022	27.47	0.0	0.3964
10	21	9	2022	29.975	0.0	0.6263
11	21	9	2022	31.22	0.0	0.7386
12	21	9	2022	31.8125	0.0	0.6652
13	21	9	2022	32.385	0.0	0.7209
14	21	9	2022	32.3875	0.0	0.5826
15	21	9	2022	33.09	0.0	0.6589
16	21	9	2022	32.7825	0.0	0.4202
17	21	9	2022	32.3925	0.0	0.2731
18	21	9	2022	29.9525	0.0	0.0011
19	21	9	2022	25.595	0.0	0.0
20	21	9	2022	23.4	0.0	0.0
21	21	9	2022	22.1725	0.0	0.0
22	21	9	2022	21.2475	0.0	0.0
23	21	9	2022	20.895	0.0	0.0
0	22	9	2022	20.07	0.0	0.0
1	22	9	2022	19.3	0.0	0.0
2	22	9	2022	19.2375	0.0	0.0
3	22	9	2022	18.82	0.0	0.0
4	22	9	2022	18.2375	0.0	0.0
5	22	9	2022	17.7975	0.0	0.0
6	22	9	2022	17.6775	0.0	0.0
7	22	9	2022	18.695	0.0	0.0744
8	22	9	2022	23.3075	0.0	0.2246
9	22	9	2022	26.6775	0.0	0.3975
10	22	9	2022	29.96	0.0	0.5882
11	22	9	2022	31.935	0.0	0.7454
12	22	9	2022	32.9475	0.0	0.8053
13	22	9	2022	33.5125	0.0	0.8629
14	22	9	2022	34.1525	0.0	0.6925
15	22	9	2022	34.8325	0.0	0.6239
16	22	9	2022	34.655	0.0	0.4805
17	22	9	2022	34.0425	0.0	0.262
18	22	9	2022	31.62	0.0	0.0
19	22	9	2022	28.335	0.0	0.0
20	22	9	2022	28.86	0.0	0.045
21	22	9	2022	27.5375	0.0	0.0
22	22	9	2022	26.7725	0.0	0.0
23	22	9	2022	26.505	0.0	0.0242
0	23	9	2022	25.5525	0.0	0.0
1	23	9	2022	24.6175	0.0	0.0
2	23	9	2022	24.11	0.0	0.0155
3	23	9	2022	23.4275	0.0	0.0224
4	23	9	2022	22.6825	0.0	0.0304
5	23	9	2022	21.6875	0.0	0.0326
6	23	9	2022	20.5475	0.0	0.0266
7	23	9	2022	20.5275	0.0	0.1666
8	23	9	2022	21.92	0.0	0.3405
9	23	9	2022	23.44	0.0	0.5498
10	23	9	2022	24.6475	0.0	0.6958
11	23	9	2022	25.815	0.0	0.7742
12	23	9	2022	26.585	0.0	0.8095
13	23	9	2022	27.4375	0.0	0.8126
14	23	9	2022	28.0375	0.0	0.7445
15	23	9	2022	28.5925	0.0	0.5995
16	23	9	2022	28.75	0.0	0.4712
17	23	9	2022	28.09	0.0	0.2555
18	23	9	2022	26.6025	0.0	0.0
19	23	9	2022	23.0375	0.0	0.0
20	23	9	2022	21.2175	0.0	0.0
21	23	9	2022	20.4275	0.0	0.0
22	23	9	2022	19.3725	0.0	0.0
23	23	9	2022	18.91	0.0	0.0
0	24	9	2022	17.34	0.0	0.0
1	24	9	2022	16.2275	0.0	0.0
2	24	9	2022	15.68	0.0	0.0
3	24	9	2022	15.12	0.0	0.0
4	24	9	2022	14.74	0.0	0.0
5	24	9	2022	14.4	0.0	0.0
6	24	9	2022	14.005	0.0	0.0
7	24	9	2022	14.8375	0.0	0.0746
8	24	9	2022	18.4	0.0	0.2144
9	24	9	2022	22.67	0.0	0.413
10	24	9	2022	25.2825	0.0	0.5586
11	24	9	2022	26.51	0.0	0.6961
12	24	9	2022	27.52	0.0	0.7586
13	24	9	2022	28.3	0.0	0.8071
14	24	9	2022	29.005	0.0	0.7316
15	24	9	2022	29.31	0.0	0.6195
16	24	9	2022	29.3375	0.0	0.4761
17	24	9	2022	28.845	0.0	0.2461
18	24	9	2022	27.02	0.0	0.0
19	24	9	2022	22.1225	0.0	0.0
20	24	9	2022	19.7675	0.0	0.0
21	24	9	2022	18.0925	0.0	0.0
22	24	9	2022	17.67	0.0	0.0
23	24	9	2022	17.03	0.0	0.0
0	25	9	2022	16.92	0.0	0.0
1	25	9	2022	16.875	0.0	0.0
2	25	9	2022	16.705	0.0	0.0
3	25	9	2022	16.0425	0.0	0.0
4	25	9	2022	15.4675	0.0	0.0
5	25	9	2022	15.3125	0.0	0.0
6	25	9	2022	14.765	0.0	0.0
7	25	9	2022	16.015	0.0	0.0746
8	25	9	2022	20.645	0.0	0.2096
9	25	9	2022	24.3475	0.0	0.3628
10	25	9	2022	26.6375	0.0	0.5452
11	25	9	2022	28.56	0.0	0.67
12	25	9	2022	29.9925	0.0	0.7168
13	25	9	2022	30.495	0.0	0.7484
14	25	9	2022	31.355	0.0	0.676
15	25	9	2022	31.825	0.0	0.5652
16	25	9	2022	32.1425	0.0	0.2575
17	25	9	2022	29.9975	0.0	0.1113
18	25	9	2022	28.415	0.0	0.0
19	25	9	2022	23.995	0.0	0.0
20	25	9	2022	22.3125	0.0	0.0
21	25	9	2022	22.0575	0.0	0.0
22	25	9	2022	21.395	0.0	0.0
23	25	9	2022	20.8225	0.0	0.0
0	26	9	2022	20.71	0.0	0.0
1	26	9	2022	19.9175	0.0	0.0
2	26	9	2022	19.2025	0.0	0.0
3	26	9	2022	18.5525	0.0	0.0
4	26	9	2022	18.345	0.0	0.0
5	26	9	2022	17.705	0.0	0.0
6	26	9	2022	17.2075	0.0	0.0
7	26	9	2022	18.2675	0.0	0.073
8	26	9	2022	22.6575	0.0	0.2129
9	26	9	2022	26.1625	0.0	0.3693
10	26	9	2022	28.0775	0.0	0.5753
11	26	9	2022	29.2675	0.0	0.6254
12	26	9	2022	30.45	0.0	0.7314
13	26	9	2022	30.9025	0.0	0.6233
14	26	9	2022	31.21	0.0	0.4995
15	26	9	2022	32.1925	0.0	0.7104
16	26	9	2022	31.7475	0.0	0.5478
17	26	9	2022	31.1425	0.0	0.3492
18	26	9	2022	28.905	0.0	0.116
19	26	9	2022	26.065	0.0	0.0368
20	26	9	2022	24.5275	0.0	0.0118
21	26	9	2022	21.855	0.0	0.0
22	26	9	2022	18.895	0.0	0.0
23	26	9	2022	17.8425	0.0	0.0
0	27	9	2022	17.505	0.0	0.0
1	27	9	2022	16.165	0.0	0.0
2	27	9	2022	16.8975	0.0	0.0
3	27	9	2022	16.33	0.0	0.0
4	27	9	2022	14.84	0.0	0.0
5	27	9	2022	13.2575	0.0	0.0
6	27	9	2022	13.695	0.0	0.0
7	27	9	2022	13.145	0.0	0.0278
8	27	9	2022	15.0175	0.0	0.1312
9	27	9	2022	18.87	0.0	0.3528
10	27	9	2022	21.775	0.0	0.4586
11	27	9	2022	23.47	0.0	0.6077
