Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
4	3	2021	3.48	22.73	0.254	3.47
5	3	2021	4.19	21.68	0.0	3.1965
6	3	2021	6.8	17.02	0.0	2.4369
7	3	2021	1.61	19.3	0.0	3.8394
8	3	2021	1.1	21.07	0.0	3.3625
9	3	2021	1.78	23.48	0.0	3.473
10	3	2021	5.78	24.75	0.0	3.7916
11	3	2021	7.41	26.21	0.0	3.9452
12	3	2021	8.98	27.71	0.0	3.8386
13	3	2021	10.0	28.94	0.0	4.0395
14	3	2021	11.29	29.01	0.0	4.4832
15	3	2021	11.16	27.27	0.0	3.5656
16	3	2021	16.79	29.14	2.032	4.3057
17	3	2021	18.83	29.34	2.54	4.4645
18	3	2021	11.56	26.99	13.46	5.4966
19	3	2021	9.93	16.27	0.0	4.2349
20	3	2021	9.32	17.29	0.0	5.3022
21	3	2021	8.57	20.22	0.254	4.9306
22	3	2021	11.7	24.44	0.0	5.2714
23	3	2021	12.95	25.66	0.0	3.5168
24	3	2021	15.57	23.99	2.032	2.3955
25	3	2021	15.64	29.95	0.0	5.1596
26	3	2021	21.37	31.35	0.0	4.9687
27	3	2021	19.71	31.77	0.0	4.8003
28	3	2021	15.37	29.82	8.89	4.9246
29	3	2021	11.33	24.41	0.0	5.6883
30	3	2021	13.94	27.2	0.0	3.547
31	3	2021	16.86	30.23	21.34	5.2627
1	4	2021	7.89	18.15	0.508	7.3774
2	4	2021	3.2	15.59	0.0	5.4752
3	4	2021	0.52	20.15	0.0	3.8847
4	4	2021	2.93	23.15	0.0	4.2314
5	4	2021	6.12	26.35	0.0	4.901
6	4	2021	7.96	27.88	0.0	4.944
7	4	2021	10.95	27.61	0.0	4.2212
8	4	2021	11.12	25.7	0.0	3.2213
9	4	2021	16.83	22.19	7.874	1.1652
10	4	2021	14.24	20.49	5.842	1.2376
11	4	2021	14.04	24.64	0.254	2.5111
12	4	2021	11.26	28.94	0.0	5.395
13	4	2021	11.09	32.89	0.0	5.5161
14	4	2021	14.01	31.33	1.016	6.8196
15	4	2021	15.1	20.29	1.778	1.0768
16	4	2021	13.53	21.0	0.254	2.6326
17	4	2021	13.67	23.25	9.14	2.4891
18	4	2021	16.45	23.99	1.016	3.4666
19	4	2021	12.65	24.37	0.0	5.948
20	4	2021	13.46	27.24	0.0	4.6073
21	4	2021	11.43	25.77	0.0	7.73
22	4	2021	5.85	19.81	0.0	6.5268
23	4	2021	6.05	25.16	0.0	4.7382
24	4	2021	16.52	22.05	105.7	1.1441
25	4	2021	14.68	25.39	0.254	6.1563
26	4	2021	10.54	28.6	0.0	5.1835
27	4	2021	15.91	30.34	0.0	5.4722
28	4	2021	18.12	30.54	0.0	5.2263
29	4	2021	16.59	29.45	0.0	5.3115
30	4	2021	18.36	29.45	0.0	5.1692
1	5	2021	15.0	29.76	0.0	6.8131
2	5	2021	17.47	30.48	0.0	5.629
3	5	2021	20.8	31.94	0.0	5.8201
4	5	2021	18.63	32.93	6.858	5.993
5	5	2021	18.97	26.45	1.016	3.1644
6	5	2021	17.34	26.93	0.0	6.704
7	5	2021	12.04	25.29	0.0	7.8138
8	5	2021	8.1	27.68	0.0	5.2613
9	5	2021	11.46	31.56	0.0	6.6388
10	5	2021	20.15	25.63	5.08	2.7055
11	5	2021	18.22	30.41	17.02	4.5904
12	5	2021	12.45	26.08	19.05	2.5354
13	5	2021	11.19	22.23	0.0	4.7021
14	5	2021	10.68	25.19	0.254	5.8168
15	5	2021	10.61	27.1	0.0	6.0711
16	5	2021	11.05	27.68	0.0	5.706
17	5	2021	13.84	30.17	0.0	6.5575
18	5	2021	17.68	30.99	0.0	6.5831
19	5	2021	18.49	30.92	0.0	7.0579
20	5	2021	18.36	30.3	0.0	7.4022
21	5	2021	15.57	30.82	0.0	6.4718
22	5	2021	16.19	30.24	0.0	6.0109
23	5	2021	16.25	32.52	0.0	5.7975
24	5	2021	17.34	34.49	0.0	6.5681
25	5	2021	17.82	34.59	0.0	6.6309
26	5	2021	17.34	33.3	0.0	6.3965
27	5	2021	17.82	32.52	0.0	7.3705
28	5	2021	19.45	32.76	0.0	8.1726
29	5	2021	20.27	30.85	4.064	7.2777
30	5	2021	14.86	28.5	0.0	7.1768
31	5	2021	17.07	32.11	0.0	7.3298
1	6	2021	16.73	31.19	0.0	6.8416
2	6	2021	16.87	32.86	0.0	5.4921
3	6	2021	19.66	32.18	0.0	4.4548
4	6	2021	21.08	34.52	0.0	6.2583
5	6	2021	21.02	31.87	0.0	4.8666
6	6	2021	21.56	33.91	3.81	4.249
7	6	2021	23.05	31.29	7.62	2.7292
8	6	2021	22.28	33.44	0.0	4.7965
9	6	2021	20.17	33.5	0.0	6.2836
10	6	2021	21.56	33.78	0.0	6.7455
11	6	2021	22.59	32.45	10.67	5.0567
12	6	2021	23.53	33.4	1.778	5.6663
13	6	2021	21.52	32.41	0.0	6.0616
14	6	2021	21.08	35.17	0.0	5.9653
15	6	2021	23.13	36.6	0.0	8.2024
16	6	2021	20.41	33.3	0.0	7.7485
17	6	2021	18.37	34.9	0.0	6.3761
18	6	2021	22.24	34.52	36.83	5.0421
19	6	2021	22.72	30.75	9.4	2.9232
20	6	2021	23.26	30.95	15.49	5.6277
21	6	2021	22.51	30.24	1.778	4.5463
22	6	2021	21.69	28.09	50.04	3.0224
23	6	2021	21.49	31.53	20.32	4.0185
24	6	2021	21.73	30.2	0.254	4.1886
25	6	2021	18.84	31.6	0.0	6.503
26	6	2021	21.43	33.3	0.0	5.641
27	6	2021	22.79	33.27	0.0	5.6015
28	6	2021	21.39	29.32	0.0	3.5894
29	6	2021	20.54	33.84	7.62	5.5484
30	6	2021	21.5	32.21	57.15	4.3538
1	7	2021	21.63	32.72	29.21	4.5778
2	7	2021	22.55	31.43	4.318	4.2868
3	7	2021	23.16	32.86	0.0	5.1648
4	7	2021	22.79	33.88	0.254	5.6067
5	7	2021	23.26	29.59	0.0	2.9627
6	7	2021	22.31	31.53	5.08	3.9252
7	7	2021	21.63	27.41	8.89	3.03
8	7	2021	21.63	30.51	4.318	4.1936
9	7	2021	22.31	30.68	3.048	4.0309
10	7	2021	21.8	31.97	11.18	5.1864
11	7	2021	21.19	32.89	8.89	5.2128
12	7	2021	21.9	32.28	0.254	4.4263
13	7	2021	20.47	34.56	0.0	5.2389
14	7	2021	22.04	33.91	0.0	5.2976
15	7	2021	22.69	34.35	15.24	4.4988
16	7	2021	21.7	34.52	0.254	5.4776
17	7	2021	22.04	34.59	1.016	5.2643
18	7	2021	22.69	33.33	0.254	5.1167
19	7	2021	22.62	31.9	4.826	3.6885
20	7	2021	22.93	29.73	7.62	2.8207
21	7	2021	23.16	31.9	0.508	4.2682
22	7	2021	24.56	33.37	1.27	4.9099
23	7	2021	22.82	33.95	16.0	3.9436
24	7	2021	22.48	32.65	0.0	5.1128
25	7	2021	20.92	32.69	0.0	5.4372
26	7	2021	21.63	35.24	0.0	4.7067
27	7	2021	22.48	34.66	51.31	4.6266
28	7	2021	22.99	34.8	1.524	5.5655
29	7	2021	22.52	35.76	0.254	5.4986
30	7	2021	24.32	35.75	0.0	5.7479
31	7	2021	24.42	34.8	0.0	5.8789
1	8	2021	23.47	34.05	4.572	5.265
2	8	2021	22.86	34.49	19.05	5.4304
3	8	2021	22.72	30.27	0.254	3.5417
4	8	2021	21.22	30.48	0.0	4.9398
5	8	2021	21.56	28.88	0.0	4.4666
6	8	2021	21.33	29.32	0.254	2.8409
7	8	2021	22.45	33.95	0.0	4.6477
8	8	2021	21.73	35.07	0.0	5.0933
9	8	2021	22.58	35.0	0.0	4.8678
10	8	2021	22.45	36.48	11.18	5.3909
11	8	2021	21.97	34.53	0.762	5.5287
12	8	2021	21.63	35.07	3.302	5.9573
13	8	2021	21.52	36.26	10.92	5.9745
14	8	2021	21.9	34.63	0.254	4.9415
15	8	2021	21.84	30.34	0.254	3.5227
16	8	2021	23.81	27.31	45.97	1.7138
17	8	2021	24.05	31.7	0.0	5.0325
18	8	2021	22.76	34.59	0.0	5.4311
19	8	2021	23.4	34.63	0.0	5.1605
20	8	2021	23.84	33.44	0.0	5.0002
21	8	2021	22.93	32.59	0.0	4.7272
22	8	2021	22.87	32.39	17.53	4.9978
23	8	2021	23.13	34.56	23.11	5.0395
24	8	2021	21.9	34.83	0.508	5.0519
25	8	2021	22.24	32.66	3.81	3.3392
26	8	2021	21.43	33.03	0.254	5.4022
27	8	2021	22.96	34.08	0.508	4.7768
28	8	2021	22.89	32.89	6.35	3.5916
29	8	2021	23.03	32.21	0.254	3.8831
30	8	2021	23.37	31.22	0.0	3.259
31	8	2021	23.27	26.84	17.02	1.6637
1	9	2021	23.23	32.04	1.27	5.2334
2	9	2021	22.21	32.01	17.53	4.5587
3	9	2021	21.19	31.53	0.0	5.3008
4	9	2021	18.4	30.88	0.0	4.9312
5	9	2021	17.76	33.07	0.0	4.6389
6	9	2021	20.31	33.51	0.0	4.6984
7	9	2021	21.53	34.13	0.0	4.2658
8	9	2021	23.03	26.16	9.91	1.4036
9	9	2021	19.96	30.2	0.0	3.944
10	9	2021	15.78	31.6	0.0	4.5633
11	9	2021	19.73	31.02	0.0	3.9476
12	9	2021	21.09	32.79	0.0	4.8114
13	9	2021	19.42	32.89	0.0	4.4983
14	9	2021	19.8	32.08	0.0	3.6479
15	9	2021	22.14	29.63	1.524	2.6419
16	9	2021	22.18	26.19	5.588	1.644
17	9	2021	22.07	30.14	0.0	2.6161
18	9	2021	21.73	31.16	20.83	3.0045
19	9	2021	22.14	30.0	11.18	2.3843
20	9	2021	23.1	31.53	0.254	3.0184
21	9	2021	22.55	33.47	0.0	3.8711
22	9	2021	16.87	30.58	0.254	3.5694
23	9	2021	12.28	25.71	0.0	4.672
24	9	2021	11.39	28.03	0.0	4.4212
25	9	2021	14.56	29.42	0.0	4.1418
26	9	2021	13.71	30.03	0.0	4.0591
27	9	2021	15.48	32.28	0.0	3.7976
28	9	2021	17.28	32.08	0.0	3.7484
29	9	2021	17.24	32.25	0.0	3.4384
30	9	2021	16.97	32.11	0.0	3.2018
1	10	2021	19.05	32.14	0.0	4.3366
2	10	2021	19.39	32.18	0.0	3.7499
3	10	2021	18.88	29.29	15.75	2.3099
4	10	2021	18.84	29.32	2.286	2.5887
5	10	2021	20.85	25.34	8.64	1.3473
6	10	2021	20.07	26.22	13.72	1.4912
7	10	2021	20.99	29.08	18.8	2.1986
8	10	2021	20.44	30.48	1.778	2.7535
9	10	2021	18.64	28.57	0.0	3.0923
10	10	2021	17.21	28.1	0.0	3.7129
11	10	2021	16.26	28.47	0.0	2.9478
12	10	2021	17.45	29.32	0.0	3.0967
13	10	2021	15.51	28.95	0.0	3.2539
14	10	2021	15.07	30.34	0.254	3.1102
15	10	2021	15.65	31.6	0.0	3.2532
16	10	2021	14.25	29.93	0.0	4.0943
17	10	2021	8.58	22.93	0.0	4.3022
18	10	2021	6.33	23.1	0.0	2.9201
19	10	2021	7.65	27.18	0.0	3.1357
20	10	2021	10.37	28.37	0.0	2.7329
21	10	2021	15.34	29.42	0.0	2.7468
22	10	2021	13.44	29.86	0.0	3.4803
23	10	2021	9.39	27.01	0.0	3.2321
24	10	2021	9.97	27.11	0.762	2.052
25	10	2021	18.54	28.67	0.508	2.7791
26	10	2021	12.99	24.63	0.0	3.7267
27	10	2021	9.83	25.99	0.0	2.7355
28	10	2021	14.25	25.88	35.31	3.7831
29	10	2021	11.29	19.49	0.0	4.1716
30	10	2021	9.63	18.33	0.0	2.4264
31	10	2021	8.88	20.64	0.0	2.5074
1	11	2021	6.3	21.94	0.0	1.9953
2	11	2021	7.99	24.46	0.254	2.3164
3	11	2021	9.29	23.61	0.0	3.4217
4	11	2021	9.9	20.58	0.0	3.2448
5	11	2021	7.99	11.9	0.254	2.3057
6	11	2021	6.1	15.78	0.0	4.0028
7	11	2021	5.35	21.46	0.0	3.3966
8	11	2021	2.25	23.71	0.0	2.4779
9	11	2021	3.34	25.34	0.0	2.2475
10	11	2021	7.38	25.68	0.0	1.8421
11	11	2021	14.32	25.88	0.0	2.3138
12	11	2021	9.05	25.14	0.254	2.6099
13	11	2021	6.3	19.9	0.0	3.1628
14	11	2021	0.79	16.66	0.0	2.2379
15	11	2021	3.24	21.19	0.0	1.9058
16	11	2021	3.14	24.56	0.0	1.7094
17	11	2021	4.94	27.28	0.0	2.2226
18	11	2021	10.27	28.16	0.0	1.8126
19	11	2021	7.01	20.0	0.0	4.2523
20	11	2021	4.39	20.34	0.0	3.4466
21	11	2021	9.63	23.09	0.0	2.3929
22	11	2021	9.46	19.86	0.254	2.0527
23	11	2021	0.52	14.76	0.0	3.437
24	11	2021	-1.79	18.46	0.0	1.9271
25	11	2021	3.2	22.62	0.0	1.9741
26	11	2021	4.19	17.82	0.254	2.4857
27	11	2021	0.18	19.17	0.0	2.0936
28	11	2021	4.22	14.73	0.508	1.3037
29	11	2021	1.47	16.89	0.0	2.238
30	11	2021	-1.59	19.52	0.0	1.7378
1	12	2021	1.37	22.04	0.0	1.5096
2	12	2021	3.07	24.25	0.0	2.1844
3	12	2021	6.77	24.72	0.0	1.6239
4	12	2021	8.47	23.16	0.254	1.2963
5	12	2021	10.0	24.18	0.254	1.6128
6	12	2021	9.25	24.32	12.19	1.8754
7	12	2021	13.84	16.26	2.54	0.3573
8	12	2021	10.07	23.49	2.794	1.1247
9	12	2021	6.84	15.5	1.778	0.7779
10	12	2021	13.06	24.95	1.524	1.2954
11	12	2021	16.63	27.17	4.318	2.4741
12	12	2021	6.8	17.31	0.254	1.8207
13	12	2021	5.31	18.19	0.254	1.4362
14	12	2021	7.18	21.35	0.0	1.9412
15	12	2021	8.2	24.11	0.0	2.5098
16	12	2021	14.46	20.46	0.0	0.754
17	12	2021	12.86	25.4	0.254	1.09
18	12	2021	16.39	26.35	0.0	1.8975
19	12	2021	9.8	21.46	30.99	0.6901
20	12	2021	7.41	10.95	0.0	1.6504
21	12	2021	4.73	7.59	11.43	0.5339
22	12	2021	3.82	16.51	0.0	2.694
23	12	2021	-0.29	18.39	0.0	1.3775
24	12	2021	1.2	21.28	0.0	1.4576
25	12	2021	6.63	23.53	0.254	2.0763
26	12	2021	13.44	25.95	0.0	2.1345
27	12	2021	14.52	24.24	0.254	1.3239
28	12	2021	18.63	26.15	0.0	2.7111
29	12	2021	19.15	26.25	6.604	1.8826
30	12	2021	21.59	27.04	6.096	2.2335
31	12	2021	21.01	28.06	3.81	2.4186
1	1	2022	20.57	27.17	0.0	2.7896
2	1	2022	14.73	27.41	65.53	1.7284
3	1	2022	2.25	14.76	0.0	3.5951
4	1	2022	0.42	15.0	0.0	1.6097
5	1	2022	6.94	18.18	0.0	1.9403
6	1	2022	4.6	20.43	0.508	1.8557
7	1	2022	2.52	14.05	0.0	2.7196
8	1	2022	0.58	18.25	0.0	2.4103
9	1	2022	10.92	24.58	10.41	2.2719
10	1	2022	6.63	16.56	1.27	2.3182
11	1	2022	1.71	12.68	0.0	3.0874
12	1	2022	1.2	15.97	0.0	1.5294
13	1	2022	3.99	16.68	0.0	2.2457
14	1	2022	2.29	16.92	0.0	1.6514
15	1	2022	3.0	19.07	17.27	1.9039
16	1	2022	5.31	13.16	19.56	2.6265
17	1	2022	0.14	12.1	0.0	2.7234
18	1	2022	-2.03	14.71	0.0	1.3146
19	1	2022	-0.7	19.68	0.0	1.4645
20	1	2022	3.48	13.64	8.38	0.3536
21	1	2022	3.61	7.89	2.794	0.4401
22	1	2022	-0.88	6.7	0.254	0.836
23	1	2022	-3.72	11.31	0.0	1.6023
24	1	2022	-2.33	15.59	0.0	1.7004
25	1	2022	6.63	12.78	2.032	0.4511
26	1	2022	5.71	17.43	0.254	2.7677
27	1	2022	2.93	15.39	0.0	2.8163
28	1	2022	3.1	11.93	0.0	2.3548
29	1	2022	-2.09	7.55	0.0	3.8268
30	1	2022	-5.32	16.17	0.0	3.744
31	1	2022	1.88	20.08	0.0	2.2737
1	2	2022	0.91	19.59	0.0	2.5628
2	2	2022	9.8	23.76	0.0	3.724
3	2	2022	15.0	23.93	0.0	3.7454
4	2	2022	6.6	20.09	32.51	0.1293
5	2	2022	1.78	10.81	0.508	2.9948
6	2	2022	1.78	11.22	0.0	1.5511
7	2	2022	5.34	10.81	3.302	1.0496
8	2	2022	0.96	12.54	0.0	1.3617
9	2	2022	-1.76	16.82	0.254	2.0975
10	2	2022	0.18	19.64	0.0	2.2358
11	2	2022	1.23	20.25	0.0	1.8754
12	2	2022	6.67	19.16	0.0	1.4091
13	2	2022	3.24	14.68	0.0	3.5572
14	2	2022	-2.6	15.59	0.0	3.0286
15	2	2022	-0.91	19.4	0.0	2.7581
16	2	2022	8.23	24.58	0.0	3.4945
17	2	2022	14.39	26.04	0.0	3.5198
18	2	2022	9.69	21.78	6.35	2.9421
19	2	2022	2.22	16.85	0.0	4.6598
20	2	2022	-0.3	21.42	0.0	3.2371
21	2	2022	7.07	20.49	0.0	1.4476
22	2	2022	10.82	28.1	0.0	3.7964
23	2	2022	12.52	27.82	0.254	3.0472
24	2	2022	12.01	27.35	0.0	3.0044
25	2	2022	12.79	26.94	0.0	2.7588
26	2	2022	10.48	25.41	0.0	4.089
27	2	2022	8.54	26.9	1.778	4.0494
28	2	2022	7.86	15.0	0.508	0.8375
1	3	2022	4.09	21.87	0.254	3.0373
2	3	2022	2.25	25.65	0.0	3.0229
3	3	2022	3.78	27.04	0.0	3.8092
4	3	2022	4.22	29.18	0.0	4.09
5	3	2022	9.56	27.76	0.0	4.1407
6	3	2022	11.9	28.4	0.0	4.0548
7	3	2022	13.95	28.57	1.27	3.6282
8	3	2022	16.9	28.54	0.508	3.5688
9	3	2022	13.71	22.31	5.08	0.8108
10	3	2022	13.61	21.83	1.27	1.8111
11	3	2022	16.73	21.45	5.334	0.8816
12	3	2022	1.5	20.44	5.08	6.0341
13	3	2022	-2.84	14.88	0.0	3.9326
14	3	2022	-0.13	21.62	0.0	3.3448
15	3	2022	12.21	20.46	5.842	1.7004
16	3	2022	12.07	23.36	0.508	2.9063
17	3	2022	8.54	25.0	0.254	3.496
18	3	2022	11.02	22.47	37.08	1.7996
19	3	2022	13.61	20.97	12.95	1.8509
20	3	2022	8.16	22.54	0.0	5.8452
21	3	2022	4.5	24.83	0.0	4.7766
22	3	2022	11.94	26.02	0.0	4.8978
23	3	2022	18.5	24.45	7.366	2.8701
24	3	2022	10.54	19.55	0.0	2.8954
25	3	2022	7.38	21.28	0.0	5.1447
26	3	2022	6.74	22.37	0.0	6.872
27	3	2022	5.11	24.85	0.0	5.9928
28	3	2022	6.91	27.28	0.0	5.0929
29	3	2022	10.61	27.68	0.0	4.0311
30	3	2022	13.84	28.71	0.0	6.5806
31	3	2022	16.6	25.78	33.78	5.2023
1	4	2022	10.58	24.28	0.0	5.3105
2	4	2022	8.47	19.27	0.0	1.83
3	4	2022	7.48	25.06	0.0	5.1026
4	4	2022	7.38	27.52	0.0	4.9309
5	4	2022	12.48	26.49	38.86	2.6063
6	4	2022	16.7	27.65	14.22	3.0577
7	4	2022	14.56	23.63	0.508	6.5029
8	4	2022	9.08	20.33	0.0	8.0072
9	4	2022	6.03	16.89	0.0	6.4439
10	4	2022	4.05	24.48	0.0	4.9862
11	4	2022	7.11	26.36	0.0	5.1181
12	4	2022	13.03	28.5	0.0	5.7224
13	4	2022	15.82	27.04	0.0	4.5294
14	4	2022	15.95	25.26	0.0	3.4518
15	4	2022	11.29	28.84	0.0	6.8666
16	4	2022	17.24	27.76	0.0	4.0065
17	4	2022	16.26	27.76	7.366	3.396
18	4	2022	14.63	25.33	18.03	4.6998
19	4	2022	8.95	20.6	0.0	6.4591
20	4	2022	6.7	25.44	0.0	5.5331
21	4	2022	14.18	26.6	0.0	5.4701
22	4	2022	12.69	27.99	0.0	5.8135
23	4	2022	13.06	28.37	0.0	5.7849
24	4	2022	14.56	28.95	0.0	5.1554
25	4	2022	16.77	30.58	0.0	5.8342
26	4	2022	18.47	29.8	0.0	6.1252
27	4	2022	13.47	27.96	0.0	7.2678
28	4	2022	12.55	28.33	0.0	6.6793
29	4	2022	13.88	28.61	0.0	5.4771
30	4	2022	17.76	30.51	0.0	6.2174
1	5	2022	17.38	29.18	2.54	4.3118
2	5	2022	17.35	31.56	0.254	5.9841
3	5	2022	19.29	32.28	0.0	6.7513
4	5	2022	19.83	31.84	0.0	5.9727
5	5	2022	18.95	33.06	0.0	6.8564
6	5	2022	20.75	27.48	13.46	3.8743
7	5	2022	17.76	27.52	0.0	7.7466
8	5	2022	13.13	28.1	0.0	6.5721
9	5	2022	14.8	24.97	0.0	6.6806
10	5	2022	11.33	28.2	0.0	7.1543
11	5	2022	12.41	29.05	0.0	7.499
12	5	2022	13.54	29.49	0.0	7.4019
13	5	2022	17.99	27.55	0.0	4.5659
14	5	2022	15.75	30.31	0.0	5.7206
15	5	2022	17.52	32.59	0.0	5.7803
16	5	2022	17.48	31.97	0.0	6.0468
17	5	2022	18.03	33.13	0.0	7.3998
18	5	2022	16.16	33.88	0.0	6.7701
19	5	2022	22.76	33.71	0.0	8.2416
20	5	2022	20.07	33.37	0.0	6.8302
21	5	2022	22.42	30.82	0.0	4.8616
22	5	2022	18.67	31.19	0.0	4.6871
23	5	2022	20.24	30.41	6.35	3.7099
24	5	2022	19.12	32.48	17.78	3.5566
25	5	2022	19.86	29.63	0.254	3.5384
26	5	2022	20.37	25.27	11.94	1.8006
27	5	2022	19.76	29.76	7.874	6.7592
28	5	2022	17.79	29.8	0.0	6.0586
29	5	2022	17.35	32.96	0.0	6.077
30	5	2022	18.84	33.91	0.0	6.5861
31	5	2022	19.18	33.27	0.0	6.8552
1	6	2022	18.98	33.88	0.0	6.4752
2	6	2022	19.9	34.9	0.508	6.3129
3	6	2022	20.41	34.7	26.16	6.43
4	6	2022	19.83	31.43	2.794	6.1795
5	6	2022	20.27	30.65	0.0	4.7232
6	6	2022	20.34	32.89	6.096	5.6489
7	6	2022	19.9	32.48	0.254	5.6215
8	6	2022	21.05	32.07	0.0	5.2137
9	6	2022	22.65	31.9	0.0	5.3347
10	6	2022	20.65	32.31	0.254	5.9178
11	6	2022	21.53	32.69	0.0	5.6957
12	6	2022	21.56	33.88	0.0	6.2379
13	6	2022	23.95	36.65	0.0	6.391
14	6	2022	22.86	35.83	31.75	6.0164
15	6	2022	22.38	36.07	0.254	6.3939
16	6	2022	24.05	36.38	0.0	7.1516
17	6	2022	23.13	35.97	0.0	6.4474
18	6	2022	24.63	35.62	0.0	8.6263
19	6	2022	21.29	34.29	0.0	8.9389
20	6	2022	21.94	34.47	0.0	7.7958
21	6	2022	20.24	36.75	0.0	7.1494
22	6	2022	22.24	38.36	0.0	8.1908
23	6	2022	21.84	38.73	0.0	8.9522
24	6	2022	22.79	37.0	0.0	6.0548
25	6	2022	22.18	32.55	0.0	4.1336
26	6	2022	21.16	34.3	0.0	7.5283
27	6	2022	20.34	35.69	0.0	7.2232
28	6	2022	21.09	37.3	0.0	7.252
29	6	2022	22.18	34.05	13.21	5.1317
30	6	2022	21.77	33.07	0.0	5.8894
1	7	2022	22.21	32.96	0.0	5.3329
2	7	2022	22.35	32.96	14.48	5.3181
3	7	2022	22.35	32.93	26.42	5.8269
4	7	2022	22.62	33.92	0.0	5.8219
5	7	2022	23.57	35.15	1.778	7.126
6	7	2022	24.12	34.71	0.254	7.0158
7	7	2022	24.63	35.73	0.0	6.5196
8	7	2022	23.5	35.18	1.27	6.5686
9	7	2022	23.44	34.29	11.94	4.8835
10	7	2022	24.05	32.15	0.0	4.7489
11	7	2022	21.53	30.51	57.15	2.3821
12	7	2022	22.07	31.19	16.0	3.4847
13	7	2022	23.44	30.27	3.556	4.4486
14	7	2022	22.42	30.34	6.096	3.2155
15	7	2022	22.14	31.23	0.508	3.9444
16	7	2022	20.65	33.13	22.1	4.9843
17	7	2022	20.54	32.73	0.254	5.5084
18	7	2022	22.18	32.11	0.0	4.5656
19	7	2022	22.96	32.04	0.254	4.5609
20	7	2022	22.99	32.93	27.43	4.2742
21	7	2022	22.45	32.62	6.858	3.8888
22	7	2022	23.47	31.12	0.254	4.7707
23	7	2022	21.46	34.91	0.0	6.1259
24	7	2022	21.67	34.26	0.254	6.4482
25	7	2022	22.21	34.3	0.254	6.3749
26	7	2022	21.26	34.81	0.0	6.1838
27	7	2022	21.9	34.47	0.0	6.2548
28	7	2022	22.11	34.03	0.0	4.9288
29	7	2022	23.03	31.97	2.54	4.5809
30	7	2022	22.35	34.2	0.0	6.1012
31	7	2022	21.36	35.46	0.0	6.3967
1	8	2022	21.5	34.95	0.0	6.5477
2	8	2022	21.6	34.02	0.0	5.8801
3	8	2022	22.14	32.93	0.0	5.4919
4	8	2022	21.63	35.66	0.0	5.7774
5	8	2022	21.73	35.94	0.0	6.0703
6	8	2022	22.69	33.37	1.778	4.3891
7	8	2022	21.09	33.1	0.508	3.8225
8	8	2022	21.63	34.64	10.16	5.4325
9	8	2022	20.44	34.41	44.7	5.5608
10	8	2022	20.75	32.04	4.826	4.0492
11	8	2022	21.43	30.65	0.254	4.3278
12	8	2022	21.97	30.85	0.0	4.7063
13	8	2022	22.14	30.75	0.762	4.3437
14	8	2022	20.27	32.73	0.0	5.7555
15	8	2022	19.52	33.1	0.0	5.4889
16	8	2022	23.4	34.16	0.762	5.7237
17	8	2022	21.33	32.8	0.0	4.9046
18	8	2022	21.05	27.28	39.62	2.2236
19	8	2022	21.46	32.86	0.254	4.8961
20	8	2022	22.28	34.23	0.0	5.1601
21	8	2022	22.31	32.96	2.286	4.1852
22	8	2022	22.42	31.02	0.254	4.3021
23	8	2022	22.62	29.76	0.0	3.1393
24	8	2022	23.37	31.5	0.0	3.4201
25	8	2022	22.93	29.18	1.27	2.8181
26	8	2022	22.65	32.73	20.57	4.3186
27	8	2022	22.14	31.26	4.064	3.1482
28	8	2022	21.33	30.99	0.254	4.0304
29	8	2022	21.77	32.87	0.0	4.1354
30	8	2022	22.11	34.21	0.0	4.837
31	8	2022	22.72	33.58	3.048	5.3068
1	9	2022	21.9	32.97	10.92	4.4945
2	9	2022	21.02	32.39	9.65	4.3562
3	9	2022	21.26	31.84	1.016	3.8503
4	9	2022	22.14	31.7	17.02	3.9724
5	9	2022	22.65	31.74	0.508	3.5832
6	9	2022	21.94	32.89	0.0	4.5216
7	9	2022	21.77	31.84	0.0	3.4248
8	9	2022	21.5	30.61	6.858	3.3967
9	9	2022	20.85	27.38	9.14	2.5749
10	9	2022	22.07	26.12	2.286	1.5273
11	9	2022	20.71	29.05	1.524	2.2876
12	9	2022	21.09	31.29	5.08	3.8816
13	9	2022	16.19	29.25	0.508	4.768
14	9	2022	14.66	30.31	0.0	5.1668
15	9	2022	15.92	29.7	0.0	4.9914
16	9	2022	16.19	30.82	0.0	4.8119
17	9	2022	19.76	30.92	0.0	5.0275
18	9	2022	17.42	30.72	0.0	5.0243
19	9	2022	18.95	31.6	0.0	5.5766
20	9	2022	17.79	32.84	0.0	4.8321
21	9	2022	18.71	33.62	0.0	4.5574
22	9	2022	17.35	35.4	0.0	4.9713
23	9	2022	17.62	29.32	0.0	6.0123
24	9	2022	13.88	30.04	0.0	4.437
25	9	2022	14.52	32.8	0.0	3.9678
26	9	2022	17.01	33.1	0.0	4.6509
27	9	2022	12.65	27.07	0.0	5.0542
28	9	2022	13.81	25.61	0.0	9.6564
29	9	2022	14.56	22.89	0.0	8.135
30	9	2022	13.61	25.17	0.0	4.9302
1	10	2022	10.1	29.32	0.0	5.7481
2	10	2022	11.67	28.5	0.0	5.5563
3	10	2022	11.97	25.37	0.0	4.8415
4	10	2022	9.25	26.63	0.0	4.0996
5	10	2022	8.67	28.5	0.0	4.0869
6	10	2022	8.0	30.07	0.0	4.178
